,0,1,2,Emissora,Horario
99,2013,Maria do  Bairro,48,SBT ,NOVELAS DA TARDE
100,2014,Café com  Aroma de Mulher,46,SBT ,NOVELAS DA TARDE
101,2014,Esmeralda,66,SBT ,NOVELAS DA TARDE
102,2015,Maria  Esperança,68,SBT ,NOVELAS DA TARDE
103,2015,Pérola  Negra,58,SBT ,NOVELAS DA TARDE
104,2015,Cuidado com  o Anjo,70,SBT ,NOVELAS DA TARDE
105,2016,Mar de Amor,75,SBT ,NOVELAS DA TARDE
106,2016,Querida  Inimiga,58,SBT ,NOVELAS DA TARDE
107,,,,SBT ,NOVELAS DA TARDE
108,,,,SBT ,NOVELAS DA TARDE
109,FAIXA  CANCELADA,FAIXA  CANCELADA,,SBT ,NOVELAS DA TARDE
110,,,,SBT ,NOVELAS DA TARDE
111,Ano,Novela,Média,SBT ,NOVELAS DA TARDE
112,2013,O  Privilégio de Amar,47,SBT ,NOVELAS DA TARDE
113,2014,Por Teu  Amor,39,SBT ,NOVELAS DA TARDE
114,2014,A Feia Mais  Bela,53,SBT ,NOVELAS DA TARDE
115,2015,A  Usurpadora,71,SBT ,NOVELAS DA TARDE
116,2015,A Dona,72,SBT ,NOVELAS DA TARDE
117,2016,Meu Coração  é Teu,78,SBT ,NOVELAS DA TARDE
118,2016,A Gata,82,SBT ,NOVELAS DA TARDE
119,2017,O Que a  Vida me Roubou,67,SBT ,NOVELAS DA TARDE
120,2017,Um Caminho  para o Destino,69,SBT ,NOVELAS DA TARDE
121,2018,Amanhã é  para Sempre,73,SBT ,NOVELAS DA TARDE
122,2018,Carrossel,64,SBT ,NOVELAS DA TARDE
123,2019,A Dona,71,SBT ,NOVELAS DA TARDE
124,2019,Abismo de  Paixão,65,SBT ,NOVELAS DA TARDE
125,2020,"Betty, a  Feia em Nova York",62,SBT ,NOVELAS DA TARDE
126,2020,Quando me  Apaixono,68,SBT ,NOVELAS DA TARDE
127,2021,Amores  Verdadeiros,74,SBT ,NOVELAS DA TARDE
128,2021,Te Dou a  Vida,67,SBT ,NOVELAS DA TARDE
129,2022,Se nos  Deixam,55,SBT ,NOVELAS DA TARDE
130,,,,SBT ,NOVELAS DA TARDE
131,,,,SBT ,NOVELAS DA TARDE
132,FAIXA  CANCELADA,FAIXA  CANCELADA,,SBT ,NOVELAS DA TARDE
133,,,,SBT ,NOVELAS DA TARDE
134,Ano,Novela,Média,SBT ,NOVELAS DA TARDE
135,2022,Paixões de  Gavilanes,20,SBT ,NOVELAS DA TARDE
0,Ano,Novela,Média,SBT ,REAPRESENTAÇÕES
1,1982,Destino,117,SBT ,REAPRESENTAÇÕES
2,1982,Os Ricos  Também Choram,121,SBT ,REAPRESENTAÇÕES
3,1982,A Força do  Amor,129,SBT ,REAPRESENTAÇÕES
4,1982,A Leoa,144,SBT ,REAPRESENTAÇÕES
5,1982,Conflito,122,SBT ,REAPRESENTAÇÕES
6,1983,Sombras do  Passado,126,SBT ,REAPRESENTAÇÕES
7,1983,O Direito  de Nascer,99,SBT ,REAPRESENTAÇÕES
8,1983,Vida  Roubada,79,SBT ,REAPRESENTAÇÕES
9,1984,Chispita,137,SBT ,REAPRESENTAÇÕES
10,1984,"Meus  Filhos, Minha Vida",93,SBT ,REAPRESENTAÇÕES
11,,,,SBT ,REAPRESENTAÇÕES
12,Ano,Novela,Média,SBT ,REAPRESENTAÇÕES
13,1994,Éramos Seis,125,SBT ,REAPRESENTAÇÕES
14,1994,As Pupilas  do Senhor Reitor,93,SBT ,REAPRESENTAÇÕES
15,1995,Sangue do  meu Sangue,75,SBT ,REAPRESENTAÇÕES
16,1996,"Antônio  Alves, Taxista",80,SBT ,REAPRESENTAÇÕES
17,1996,Dona Anja,65,SBT ,REAPRESENTAÇÕES
0,Ano,Série,Média,SBT ,SÉRIES
1,2014,Patrulha  Salvadora: 1ª Temporada,56,SBT ,SÉRIES
2,2014,Patrulha  Salvadora: 2ª Temporada,62,SBT ,SÉRIES
3,2014,Patrulha  Salvadora: 3ª Temporada,55,SBT ,SÉRIES
4,2014,Patrulha  Salvadora: 4ª Temporada,55,SBT ,SÉRIES
5,2016,A Garota da  Moto: 1ª Temporada,112,SBT ,SÉRIES
6,2018,Z4: 1ª  Temporada,106,SBT ,SÉRIES
7,2019,A Garota da  Moto: 2ª Temporada,98,SBT ,SÉRIES
8,,,,SBT ,SÉRIES
9,,,,SBT ,SÉRIES
10,ESTRANGEIRAS,ESTRANGEIRAS,,SBT ,SÉRIES
11,,,,SBT ,SÉRIES
12,Ano,Série,Média,SBT ,SÉRIES
13,2019,A Rosa dos  Milagres,54,SBT ,SÉRIES
14,2019,Milagres de  Nossa Senhora,64,SBT ,SÉRIES
15,2021,A  Usurpadora,44,SBT ,SÉRIES
16,2022,Os Pequenos  Johnstons,29,SBT ,SÉRIES
17,2022,Decisões do  Dia,27,SBT ,SÉRIES
18,2023,Jack Ryan:  1ª Temporada,-,SBT ,SÉRIES
0,Ano,Minissérie,Média,SBT ,MINISSÉRIES
1,2015,Hatfields  & McCoys,57,SBT ,MINISSÉRIES
0,Ano,Reality,Média,SBT ,REALITY SHOW
1,2001,Casa dos  Artistas 1,262,SBT ,REALITY SHOW
2,2002,Casa dos  Artistas 2,199,SBT ,REALITY SHOW
3,2002,Casa dos  Artistas 3,195,SBT ,REALITY SHOW
4,2003,O  Conquistador do Fim do Mundo,67,SBT ,REALITY SHOW
5,2004,Casa dos  Artistas 4,72,SBT ,REALITY SHOW
6,,,,SBT ,REALITY SHOW
7,Ano,Reality,Média,SBT ,REALITY SHOW
8,2014,Esse  Artista Sou Eu: T1,61,SBT ,REALITY SHOW
9,2014,Cozinha Sob  Pressão: T1,48,SBT ,REALITY SHOW
10,2015,Cozinha Sob  Pressão: T2,62,SBT ,REALITY SHOW
11,2015,Bake Off  Brasil: T1,69,SBT ,REALITY SHOW
12,2015,Hell’s  Kitchen: T3,61,SBT ,REALITY SHOW
13,2016,BBQ Brasil:  T1,60,SBT ,REALITY SHOW
14,2016,Bake Off  Brasil: T2,85,SBT ,REALITY SHOW
15,2016,Hell’s  Kitchen: T4,71,SBT ,REALITY SHOW
16,2016,Duelo de  Mães: T1,44,SBT ,REALITY SHOW
17,2017,Duelo de  Mães: T2,47,SBT ,REALITY SHOW
18,2017,Fábrica de  Casamentos: T1,65,SBT ,REALITY SHOW
19,2017,BBQ Brasil:  T2,52,SBT ,REALITY SHOW
20,2017,Bake Off  Brasil: T3,82,SBT ,REALITY SHOW
21,2018,Júnior Bake  Off Brasil: T1,73,SBT ,REALITY SHOW
22,2018,Fábrica de  Casamentos: T2,87,SBT ,REALITY SHOW
23,2018,Bake Off  Brasil: T4,103,SBT ,REALITY SHOW
24,2018,BBQ Brasil:  T3,53,SBT ,REALITY SHOW
25,2019,Júnior Bake  Off Brasil: T2,93,SBT ,REALITY SHOW
26,2019,Fábrica de  Casamentos: T3,87,SBT ,REALITY SHOW
27,2019,Bake Off  Brasil: T5,89,SBT ,REALITY SHOW
28,,,,SBT ,REALITY SHOW
29,Ano,Reality,Média,SBT ,REALITY SHOW
30,2020,Júnior Bake  Off Brasil: T3,76,SBT ,REALITY SHOW
31,2020,Fábrica de  Casamentos: T4,59,SBT ,REALITY SHOW
32,2020,Bake Off  Brasil: T6,62,SBT ,REALITY SHOW
33,2021,Bake Off  Celebridades: T1,58,SBT ,REALITY SHOW
34,2021,Mestres da  Sabotagem: T1,45,SBT ,REALITY SHOW
35,2021,Te Devo  Essa! Brasil: T1,41,SBT ,REALITY SHOW
36,2021,Bake Off  Brasil: T7,52,SBT ,REALITY SHOW
37,2022,Mestres da  Sabotagem: T2,42,SBT ,REALITY SHOW
38,2022,Bake Off  Celebridades: T2,44,SBT ,REALITY SHOW
39,2022,Cozinhe se  Puder: T3,36,SBT ,REALITY SHOW
40,2022,Bake Off  Brasil: T8,49,SBT ,REALITY SHOW
0,Ano,Novela,Média,BAND ,NOVELAS NACIONAIS
1,1967,Os  Miseráveis,48,BAND ,NOVELAS NACIONAIS
2,1967,A  Moça do Sobrado Grande,42,BAND ,NOVELAS NACIONAIS
3,1968,Ricardinho,76,BAND ,NOVELAS NACIONAIS
4,1969,Era Preciso Voltar,25,BAND ,NOVELAS NACIONAIS
5,1969,O Bolha,16,BAND ,NOVELAS NACIONAIS
6,,,,BAND ,NOVELAS NACIONAIS
7,Ano,Novela,Média,BAND ,NOVELAS NACIONAIS
8,1970,As Asas São para Voar,20,BAND ,NOVELAS NACIONAIS
9,1979,Cara a Cara,80,BAND ,NOVELAS NACIONAIS
10,1979,O  Todo-Poderoso,85,BAND ,NOVELAS NACIONAIS
11,,,,BAND ,NOVELAS NACIONAIS
12,Ano,Novela,Média,BAND ,NOVELAS NACIONAIS
13,1980,Pé  de Vento,-,BAND ,NOVELAS NACIONAIS
14,1980,A  Deusa Vencida,-,BAND ,NOVELAS NACIONAIS
15,1980,Cavalo  Amarelo,-,BAND ,NOVELAS NACIONAIS
16,1980,Um  Homem Muito Especial,33,BAND ,NOVELAS NACIONAIS
17,1980,O Meu Pé de Laranja Lima,114,BAND ,NOVELAS NACIONAIS
18,1980,Dulcinéa vai à Guerra,51,BAND ,NOVELAS NACIONAIS
19,1981,Rosa Baiana,79,BAND ,NOVELAS NACIONAIS
20,1981,Os Imigrantes,104,BAND ,NOVELAS NACIONAIS
21,1981,Os Adolescentes,46,BAND ,NOVELAS NACIONAIS
22,1982,Ninho da Serpente,57,BAND ,NOVELAS NACIONAIS
23,1982,A Filha do Silêncio,31,BAND ,NOVELAS NACIONAIS
24,1982,Renúncia,49,BAND ,NOVELAS NACIONAIS
25,1982,Campeão,37,BAND ,NOVELAS NACIONAIS
26,1983,Sabor de Mel,33,BAND ,NOVELAS NACIONAIS
27,1983,Braço de Ferro,24,BAND ,NOVELAS NACIONAIS
28,1983,Maçã do Amor,30,BAND ,NOVELAS NACIONAIS
29,,,,BAND ,NOVELAS NACIONAIS
30,Ano,Novela,Média,BAND ,NOVELAS NACIONAIS
31,1995,A Idade da Loba,27,BAND ,NOVELAS NACIONAIS
32,1996,O Campeão,16,BAND ,NOVELAS NACIONAIS
33,1996,Perdidos de Amor,19,BAND ,NOVELAS NACIONAIS
34,1998,Serras Azuis,14,BAND ,NOVELAS NACIONAIS
35,1998,Meu Pé de Laranja Lima,12,BAND ,NOVELAS NACIONAIS
36,,,,BAND ,NOVELAS NACIONAIS
37,Ano,Novela,Média,BAND ,NOVELAS NACIONAIS
38,2005,Floribella: 1ª Temporada,38,BAND ,NOVELAS NACIONAIS
39,2006,Floribella: 2ª Temporada,30,BAND ,NOVELAS NACIONAIS
40,2006,Paixões Proibidas,17,BAND ,NOVELAS NACIONAIS
41,2007,Dance Dance Dance,30,BAND ,NOVELAS NACIONAIS
42,2008,Água na Boca,20,BAND ,NOVELAS NACIONAIS
0,Ano,Novela,Média,BAND ,REPRISES
1,1980,Cara a Cara,31,BAND ,REPRISES
2,1981,Pé de Vento,13,BAND ,REPRISES
3,1981,A Deusa Vencida,28,BAND ,REPRISES
4,1982,O Meu Pé de Laranja Lima,16,BAND ,REPRISES
5,1983,Os Imigrantes,27,BAND ,REPRISES
6,1983,Cara a Cara,08,BAND ,REPRISES
7,1984,Braço de Ferro,08,BAND ,REPRISES
8,1989,Cavalo Amarelo,08,BAND ,REPRISES
9,1989,O Meu Pé de Laranja Lima,23,BAND ,REPRISES
10,1989,Um Homem Muito Especial,12,BAND ,REPRISES
11,1989,Sabor de Mel,10,BAND ,REPRISES
12,1989,A Deusa Vencida,17,BAND ,REPRISES
13,,,,BAND ,REPRISES
14,Ano,Novela,Média,BAND ,REPRISES
15,1990,Os Imigrantes,17,BAND ,REPRISES
16,1991,Ninho da Serpente,22,BAND ,REPRISES
17,1991,Campeão,17,BAND ,REPRISES
18,1995,Os Imigrantes,21,BAND ,REPRISES
19,1996,Cavalo Amarelo,12,BAND ,REPRISES
20,1996,O Meu Pé de Laranja Lima,25,BAND ,REPRISES
21,,,,BAND ,REPRISES
22,Ano,Novela,Média,BAND ,REPRISES
23,2006,Mandacaru,45,BAND ,REPRISES
24,2007,Floribella: 1ª Temporada,10,BAND ,REPRISES
25,2017,Mil e uma Noites,21,BAND ,REPRISES
26,2020,Floribella,17,BAND ,REPRISES
27,,,,BAND ,REPRISES
28,,,,BAND ,REPRISES
29,MINISSÉRIES  REPRISADAS,MINISSÉRIES  REPRISADAS,,BAND ,REPRISES
30,,,,BAND ,REPRISES
31,Ano,Minissérie,Média,BAND ,REPRISES
32,1991,Colônia Cecília,04,BAND ,REPRISES
33,1991,O Cometa,04,BAND ,REPRISES
34,1991,Chapadão do Bugre,08,BAND ,REPRISES
35,1996,O Cometa,18,BAND ,REPRISES
36,1996,Chapadão do Bugre,11,BAND ,REPRISES
0,Ano,Novela,Média,BAND ,NOVELAS ESTRANGEIRAS
1,1997,Maria  Celeste,18,BAND ,NOVELAS ESTRANGEIRAS
2,1997,Traição,11,BAND ,NOVELAS ESTRANGEIRAS
3,1998,Caminhos do  Amor,15,BAND ,NOVELAS ESTRANGEIRAS
4,1999,Sobras do  Passado,10,BAND ,NOVELAS ESTRANGEIRAS
5,1999,Belas e  Intrépidas,06,BAND ,NOVELAS ESTRANGEIRAS
6,,,,BAND ,NOVELAS ESTRANGEIRAS
7,Ano,Novela,Média,BAND ,NOVELAS ESTRANGEIRAS
8,2004,Olhos D’Água,08,BAND ,NOVELAS ESTRANGEIRAS
9,2004,Morangos  com Açúcar,17,BAND ,NOVELAS ESTRANGEIRAS
10,2009,Isa TKM,32,BAND ,NOVELAS ESTRANGEIRAS
11,,,,BAND ,NOVELAS ESTRANGEIRAS
12,Ano,Novela,Média,BAND ,NOVELAS ESTRANGEIRAS
13,2010,Quase  Anjos: 1ª Temporada,23,BAND ,NOVELAS ESTRANGEIRAS
14,2011,Quase  Anjos: 2ª Temporada,15,BAND ,NOVELAS ESTRANGEIRAS
15,2013,Violetta,15,BAND ,NOVELAS ESTRANGEIRAS
16,2014,Rosario  Tijeras,11,BAND ,NOVELAS ESTRANGEIRAS
17,2015,Mil e uma  Noites,30,BAND ,NOVELAS ESTRANGEIRAS
18,2015,Fatmagül: A  Força do Amor,31,BAND ,NOVELAS ESTRANGEIRAS
19,2016,Sila:  Prisioneira do Amor,30,BAND ,NOVELAS ESTRANGEIRAS
20,2016,Ezel,22,BAND ,NOVELAS ESTRANGEIRAS
21,2017,Amor  Proibido,21,BAND ,NOVELAS ESTRANGEIRAS
22,2018,Asas do  Amor,14,BAND ,NOVELAS ESTRANGEIRAS
23,2018,Minha Vida,18,BAND ,NOVELAS ESTRANGEIRAS
24,2019,Ouro Verde,21,BAND ,NOVELAS ESTRANGEIRAS
25,,,,BAND ,NOVELAS ESTRANGEIRAS
26,Ano,Novela,Média,BAND ,NOVELAS ESTRANGEIRAS
27,2021,Nazaré,16,BAND ,NOVELAS ESTRANGEIRAS
28,2022,Valor da  Vida,-,BAND ,NOVELAS ESTRANGEIRAS
0,Ano,Novela,Média,BAND ,REAPRESENTAÇÕES
1,1996,O Meu Pé de Laranja Lima,16,BAND ,REAPRESENTAÇÕES
2,1996,O Cometa,11,BAND ,REAPRESENTAÇÕES
0,Ano,Série,Média,BAND ,SÉRIES
1,2017,Era Uma Vez  uma História,16,BAND ,SÉRIES
2,,,,BAND ,SÉRIES
3,,,,BAND ,SÉRIES
4,ESTRANGEIRAS,ESTRANGEIRAS,,BAND ,SÉRIES
5,,,,BAND ,SÉRIES
6,Ano,Série,Média,BAND ,SÉRIES
7,2013,The Walking  Dead,39,BAND ,SÉRIES
8,2013,The Walking  Dead: 1ª Temp.,48,BAND ,SÉRIES
9,2013,The Walking  Dead: 2ª Temp.,41,BAND ,SÉRIES
10,2013,The Walking  Dead: 3ª Temp.,38,BAND ,SÉRIES
11,2014,American  Horror Story: 1ª Temp.,19,BAND ,SÉRIES
12,2014,The Walking  Dead: 3ª Temp.,27,BAND ,SÉRIES
13,2022,Breaking  Bad: 1ª Temporada,13,BAND ,SÉRIES
14,2022,Breaking  Bad: 2ª Temporada,13,BAND ,SÉRIES
15,2023,Breaking  Bad: 3ª Temporada,-,BAND ,SÉRIES
0,Ano,Minissérie,Média,BAND ,MINISSÉRIES
1,1986,Marco Polo,10,BAND ,MINISSÉRIES
2,1986,Carne de Sol,32,BAND ,MINISSÉRIES
3,1988,Chapadão do Bugre,42,BAND ,MINISSÉRIES
4,1988,Joana,28,BAND ,MINISSÉRIES
5,1989,Colônia Cecília,34,BAND ,MINISSÉRIES
6,1989,O Cometa,27,BAND ,MINISSÉRIES
7,1989,Capitães da Areia,14,BAND ,MINISSÉRIES
0,Ano,Reality,Média,BAND ,REALITY SHOW
1,2014,MasterChef: 1ª Temporada,45,BAND ,REALITY SHOW
2,2015,MasterChef: 2ª Temporada,72,BAND ,REALITY SHOW
3,2015,MasterChef Júnior,57,BAND ,REALITY SHOW
4,2016,MasterChef: 3ª Temporada,60,BAND ,REALITY SHOW
5,2016,X-Factor: 1ª Temporada,25,BAND ,REALITY SHOW
6,2016,MasterChef Profissionais: 1ª  Temporada,68,BAND ,REALITY SHOW
7,2017,Pesadelo na Cozinha: 1ª  Temporada,40,BAND ,REALITY SHOW
8,2017,MasterChef: 4ª Temporada,61,BAND ,REALITY SHOW
9,2017,Shark Tank Brasil: 1ª  Temporada,17,BAND ,REALITY SHOW
10,2017,À Primeira Vista: 1ª  Temporada,21,BAND ,REALITY SHOW
11,2017,Exathlon Brasil: 1ª Temporada,20,BAND ,REALITY SHOW
12,2017,Boletim Exathlon Brasil: 1ª  Temporada,27,BAND ,REALITY SHOW
13,2017,MasterChef Profissionais: 2ª  Temporada,49,BAND ,REALITY SHOW
14,2018,MasterChef: 5ª Temporada,48,BAND ,REALITY SHOW
15,2018,MasterChef Profissionais: 3ª  Temporada,40,BAND ,REALITY SHOW
16,2019,O Aprendiz: 11ª Temporada,11,BAND ,REALITY SHOW
17,2019,MasterChef: 6ª Temporada,36,BAND ,REALITY SHOW
18,2019,Pesadelo na Cozinha: 2ª  Temporada,32,BAND ,REALITY SHOW
19,2019,MasterChef: A Revanche,31,BAND ,REALITY SHOW
20,,,,BAND ,REALITY SHOW
21,Ano,Reality,Média,BAND ,REALITY SHOW
22,2020,MasterChef: 7ª Temporada,31,BAND ,REALITY SHOW
23,2021,MasterChef: 8ª Temporada,23,BAND ,REALITY SHOW
24,2022,MasterChef: 9ª Temporada,27,BAND ,REALITY SHOW
25,2022,MasterChef Profissionais: 4ª  Temporada,22,BAND ,REALITY SHOW
26,2022,MasterChef +: 1ª Temporada,-,BAND ,REALITY SHOW
27,,,,BAND ,REALITY SHOW
28,,,,BAND ,REALITY SHOW
29,REPRISES,REPRISES,,BAND ,REALITY SHOW
30,,,,BAND ,REALITY SHOW
31,Ano,Reality,Média,BAND ,REALITY SHOW
32,2020,MasterChef Profissionais: 1ª  Temporada,27,BAND ,REALITY SHOW
0,Ano,Evento,Média,BAND ,ESPORTIVO
1,2014,Copa do Mundo: Brasil,56,BAND ,ESPORTIVO
0,Ano,Novela,Média,MANCHETE ,NOVELAS NACIONAIS
1,1985,Antônio  Maria,10,MANCHETE ,NOVELAS NACIONAIS
2,1986,Tudo ou Nada,13,MANCHETE ,NOVELAS NACIONAIS
3,1987,Helena,12,MANCHETE ,NOVELAS NACIONAIS
4,1986,Dona Beija,57,MANCHETE ,NOVELAS NACIONAIS
5,1986,Novo Amor,32,MANCHETE ,NOVELAS NACIONAIS
6,1986,Mania de Querer,25,MANCHETE ,NOVELAS NACIONAIS
7,1987,Corpo Santo,30,MANCHETE ,NOVELAS NACIONAIS
8,1987,Carmem,34,MANCHETE ,NOVELAS NACIONAIS
9,1988,Olho por Olho,14,MANCHETE ,NOVELAS NACIONAIS
10,1989,Kananga do Japão,41,MANCHETE ,NOVELAS NACIONAIS
11,,,,MANCHETE ,NOVELAS NACIONAIS
12,Ano,Novela,Média,MANCHETE ,NOVELAS NACIONAIS
13,1990,Pantanal,217,MANCHETE ,NOVELAS NACIONAIS
14,1990,Ana Raio e Zé Trovão,156,MANCHETE ,NOVELAS NACIONAIS
15,1991,Amazônia,31,MANCHETE ,NOVELAS NACIONAIS
16,1993,Guerra sem Fim,21,MANCHETE ,NOVELAS NACIONAIS
17,1994,74.5: Uma Onda no Ar,14,MANCHETE ,NOVELAS NACIONAIS
18,1995,Tocaia Grande,39,MANCHETE ,NOVELAS NACIONAIS
19,1996,Xica da Silva,93,MANCHETE ,NOVELAS NACIONAIS
20,1997,Mandacaru,62,MANCHETE ,NOVELAS NACIONAIS
21,1998,Brida,19,MANCHETE ,NOVELAS NACIONAIS
0,Ano,Novela,Média,MANCHETE ,REPRISES
1,1986,Antônio Maria,15,MANCHETE ,REPRISES
2,1987,Novo Amor,14,MANCHETE ,REPRISES
3,1987,Tudo ou Nada,09,MANCHETE ,REPRISES
4,1988,Mania de Querer,11,MANCHETE ,REPRISES
5,1988,Dona Beija,27,MANCHETE ,REPRISES
6,1988,Corpo Santo,10,MANCHETE ,REPRISES
7,1989,Helena,14,MANCHETE ,REPRISES
8,,,,MANCHETE ,REPRISES
9,Ano,Novela,Média,MANCHETE ,REPRISES
10,1990,Carmem,14,MANCHETE ,REPRISES
11,1990,Kananga do Japão,21,MANCHETE ,REPRISES
12,1991,Corpo Santo,15,MANCHETE ,REPRISES
13,1991,Pantanal,37,MANCHETE ,REPRISES
14,1992,Paixão e Ódio,07,MANCHETE ,REPRISES
15,1992,Tudo ou Nada,10,MANCHETE ,REPRISES
16,1992,Dona Beija,30,MANCHETE ,REPRISES
17,1993,Ana Raio e Zé Trovão,22,MANCHETE ,REPRISES
18,1993,Helena,07,MANCHETE ,REPRISES
19,1993,Corpo Santo,11,MANCHETE ,REPRISES
20,1997,Kananga do Japão,12,MANCHETE ,REPRISES
21,1998,Pantanal,28,MANCHETE ,REPRISES
0,Ano,Novela,Média,MANCHETE ,NOVELAS ESTRANGEIRAS
1,1991,Paixão e Ódio,18,MANCHETE ,NOVELAS ESTRANGEIRAS
2,1992,Valéria e Maximiliano,10,MANCHETE ,NOVELAS ESTRANGEIRAS
3,1995,Além do Horizonte,12,MANCHETE ,NOVELAS ESTRANGEIRAS
0,Ano,Novela,Média,MANCHETE ,REAPRESENTAÇÕES
1,1995,Além do Horizonte,07,MANCHETE ,REAPRESENTAÇÕES
0,Ano,Minissérie,Média,MANCHETE ,MINISSÉRIES
1,1984,Marquesa de Santos,45,MANCHETE ,MINISSÉRIES
2,1984,Anna Karenina,14,MANCHETE ,MINISSÉRIES
3,1984,Viver a Vida,17,MANCHETE ,MINISSÉRIES
4,1984,Santa Marta Fabril S.A.,21,MANCHETE ,MINISSÉRIES
5,1985,Tudo em Cima,14,MANCHETE ,MINISSÉRIES
6,1986,Moisés,20,MANCHETE ,MINISSÉRIES
7,1987,A Rainha da Vida,21,MANCHETE ,MINISSÉRIES
8,,,,MANCHETE ,MINISSÉRIES
9,Ano,Minissérie,Média,MANCHETE ,MINISSÉRIES
10,1990,Escrava  Anastácia,-,MANCHETE ,MINISSÉRIES
11,1990,O Canto da Sereia,167,MANCHETE ,MINISSÉRIES
12,1990,Mãe de Santo,137,MANCHETE ,MINISSÉRIES
13,1990,Rosa dos Rumos,145,MANCHETE ,MINISSÉRIES
14,1991,Filhos do Sol,65,MANCHETE ,MINISSÉRIES
15,1991,Ilha das Bruxas,87,MANCHETE ,MINISSÉRIES
16,1991,O Farol,78,MANCHETE ,MINISSÉRIES
17,1991,Na Rede de Intrigas,77,MANCHETE ,MINISSÉRIES
18,1991,Floradas na Serra,72,MANCHETE ,MINISSÉRIES
19,1991,O Guarani,66,MANCHETE ,MINISSÉRIES
20,1991,O Fantasma da Ópera,33,MANCHETE ,MINISSÉRIES
21,,,,MANCHETE ,MINISSÉRIES
22,,,,MANCHETE ,MINISSÉRIES
23,ESPECIAIS,ESPECIAIS,,MANCHETE ,MINISSÉRIES
24,,,,MANCHETE ,MINISSÉRIES
25,Ano,Minissérie,Média,MANCHETE ,MINISSÉRIES
26,1987,Viagem às Terras de Portugal,24,MANCHETE ,MINISSÉRIES
27,1987,Kuarup,46,MANCHETE ,MINISSÉRIES
28,,,,MANCHETE ,MINISSÉRIES
29,,,,MANCHETE ,MINISSÉRIES
30,MINISSÉRIES  REPRISADAS,MINISSÉRIES  REPRISADAS,,MANCHETE ,MINISSÉRIES
31,,,,MANCHETE ,MINISSÉRIES
32,Ano,Minissérie,Média,MANCHETE ,MINISSÉRIES
33,1986,Marquesa de Santos,09,MANCHETE ,MINISSÉRIES
34,1986,Viver a Vida,11,MANCHETE ,MINISSÉRIES
35,1986,Tudo em Cima,13,MANCHETE ,MINISSÉRIES
36,1987,Tudo em Cima,09,MANCHETE ,MINISSÉRIES
37,1989,Tudo em Cima,06,MANCHETE ,MINISSÉRIES
38,1990,Escrava Anastácia,93,MANCHETE ,MINISSÉRIES
39,1991,Rosa dos Rumos,28,MANCHETE ,MINISSÉRIES
40,1992,Floradas na Serra,11,MANCHETE ,MINISSÉRIES
41,1992,Filhos do Sol,11,MANCHETE ,MINISSÉRIES
42,1992,O Farol,06,MANCHETE ,MINISSÉRIES
43,1992,Ilha das Bruxas,08,MANCHETE ,MINISSÉRIES
44,1992,Mãe de Santo,20,MANCHETE ,MINISSÉRIES
45,1992,O Guarani,07,MANCHETE ,MINISSÉRIES
46,1992,Rosa dos Rumos,12,MANCHETE ,MINISSÉRIES
47,1994,O Farol,09,MANCHETE ,MINISSÉRIES
48,1994,Ilha das Bruxas,10,MANCHETE ,MINISSÉRIES
49,1994,Na Rede de Intrigas,10,MANCHETE ,MINISSÉRIES
50,1995,Floradas na Serra,09,MANCHETE ,MINISSÉRIES
0,Ano,Novela,Média,REDE TUPI ,NOVELAS
1,1964,Alma Cigana,264,REDE TUPI ,NOVELAS
2,1964,A Gata,303,REDE TUPI ,NOVELAS
3,1964,Se  o Mar Contasse,275,REDE TUPI ,NOVELAS
4,1964,O  Segredo de Laura,75,REDE TUPI ,NOVELAS
5,1964,Quando  o Amor é mais Forte,259,REDE TUPI ,NOVELAS
6,1964,Quem  Casa com Maria?,86,REDE TUPI ,NOVELAS
7,1964,O  Sorriso de Helena,296,REDE TUPI ,NOVELAS
8,1964,O  Direito de Nascer,357,REDE TUPI ,NOVELAS
9,1964,Gutierrito:  O Drama dos Humildes,91,REDE TUPI ,NOVELAS
10,1965,Teresa,337,REDE TUPI ,NOVELAS
11,1965,O  Mestiço,250,REDE TUPI ,NOVELAS
12,1965,O  Cara Suja,435,REDE TUPI ,NOVELAS
13,1965,Olhos  que Amei,256,REDE TUPI ,NOVELAS
14,1965,A  Outra,336,REDE TUPI ,NOVELAS
15,1965,A  Cor da sua Pele,159,REDE TUPI ,NOVELAS
16,1965,O  Preço de uma Vida,305,REDE TUPI ,NOVELAS
17,1965,Fatalidade,152,REDE TUPI ,NOVELAS
18,1965,O Pecado de Cada Um,115,REDE TUPI ,NOVELAS
19,1965,Um Rosto Perdido,176,REDE TUPI ,NOVELAS
20,1965,"Ana Maria, meu Amor",103,REDE TUPI ,NOVELAS
21,1966,Calúnia,249,REDE TUPI ,NOVELAS
22,1966,A Inimiga,241,REDE TUPI ,NOVELAS
23,1966,Somos Todos Irmãos,342,REDE TUPI ,NOVELAS
24,1966,A Ré Misteriosa,251,REDE TUPI ,NOVELAS
25,1966,Ciúme,173,REDE TUPI ,NOVELAS
26,1966,Os Irmãos Corsos,62,REDE TUPI ,NOVELAS
27,1966,O Anjo e o Vagabundo,282,REDE TUPI ,NOVELAS
28,1967,Angústia de Amar,186,REDE TUPI ,NOVELAS
29,1967,Yoshico: Um Poema de Amor,54,REDE TUPI ,NOVELAS
30,1967,A Instrusa,77,REDE TUPI ,NOVELAS
