,0,1,2,Emissora,Horario
26,1990,Boca do  Lixo,183,GLOBO ,MINISSÉRIES
27,1990,Riacho Doce,307,GLOBO ,MINISSÉRIES
28,1990,La Mamma,302,GLOBO ,MINISSÉRIES
29,1991,Meu Marido,171,GLOBO ,MINISSÉRIES
30,1991,O Sorriso  do Lagarto,205,GLOBO ,MINISSÉRIES
31,1991,O Portador,230,GLOBO ,MINISSÉRIES
32,1992,Tereza  Batista,300,GLOBO ,MINISSÉRIES
33,1992,As Noivas  de Copacabana,266,GLOBO ,MINISSÉRIES
34,1992,Anos  Rebeldes,289,GLOBO ,MINISSÉRIES
35,1993,Contos de  Verão,218,GLOBO ,MINISSÉRIES
36,1993,Sex Appeal,255,GLOBO ,MINISSÉRIES
37,1993,Agosto,266,GLOBO ,MINISSÉRIES
38,1994,A Madona de  Cedro,214,GLOBO ,MINISSÉRIES
39,1994,Memorial de  Maria Moura,374,GLOBO ,MINISSÉRIES
40,1994,Incidente  em Antares,284,GLOBO ,MINISSÉRIES
41,1995,Engraçadinha,315,GLOBO ,MINISSÉRIES
42,1995,Decadência,296,GLOBO ,MINISSÉRIES
43,1997,Guerra de  Canudos,183,GLOBO ,MINISSÉRIES
44,1998,Dona Flor e  seus Dois Maridos,233,GLOBO ,MINISSÉRIES
45,1998,Hilda Furacão,288,GLOBO ,MINISSÉRIES
46,1998,Labirinto,249,GLOBO ,MINISSÉRIES
47,1999,O Auto da  Compadecida,378,GLOBO ,MINISSÉRIES
48,1999,Chiquinha  Gonzaga,292,GLOBO ,MINISSÉRIES
49,1999,Luna  Caliente,217,GLOBO ,MINISSÉRIES
50,,,,GLOBO ,MINISSÉRIES
51,Ano,Minissérie,Média,GLOBO ,MINISSÉRIES
52,2000,A Muralha,292,GLOBO ,MINISSÉRIES
53,2000,A Invenção  do Brasil,223,GLOBO ,MINISSÉRIES
54,2000,Aquarela do  Brasil,196,GLOBO ,MINISSÉRIES
55,2001,Os Maias,159,GLOBO ,MINISSÉRIES
56,2001,Presença de  Anita,299,GLOBO ,MINISSÉRIES
57,2002,O Quinto  dos Infernos,230,GLOBO ,MINISSÉRIES
58,2003,A Casa das  Sete Mulheres,283,GLOBO ,MINISSÉRIES
59,2004,Um Só  Coração,277,GLOBO ,MINISSÉRIES
60,2005,Hoje é Dia  de Maria,293,GLOBO ,MINISSÉRIES
61,2005,Mad Maria,219,GLOBO ,MINISSÉRIES
62,2005,Hoje é Dia  de Maria: 2ª Jornada,220,GLOBO ,MINISSÉRIES
63,2006,JK,260,GLOBO ,MINISSÉRIES
64,2007,Amazônia,227,GLOBO ,MINISSÉRIES
65,2007,A Pedra do  Reino,113,GLOBO ,MINISSÉRIES
66,2008,Queridos  Amigos,181,GLOBO ,MINISSÉRIES
67,2008,Poeira em  Alto Mar,186,GLOBO ,MINISSÉRIES
68,2008,Capitu,154,GLOBO ,MINISSÉRIES
69,2009,Maysa:  Quando Fala o Coração,261,GLOBO ,MINISSÉRIES
70,2009,Deu a Louca  no Tempo,188,GLOBO ,MINISSÉRIES
71,2009,Som e Fúria,151,GLOBO ,MINISSÉRIES
72,2009,Acampamento  de Férias,190,GLOBO ,MINISSÉRIES
73,2009,Cinquentinha,198,GLOBO ,MINISSÉRIES
74,,,,GLOBO ,MINISSÉRIES
75,Ano,Minissérie,Média,GLOBO ,MINISSÉRIES
76,2010,Dalva e  Herivelto,294,GLOBO ,MINISSÉRIES
77,2010,O que  Querem as Mulheres?,120,GLOBO ,MINISSÉRIES
78,2011,Amor em 4  Atos,193,GLOBO ,MINISSÉRIES
79,2011,O Bem Amado,165,GLOBO ,MINISSÉRIES
80,2011,Acampamento  de Férias II,140,GLOBO ,MINISSÉRIES
81,2011,Chico  Xavier,168,GLOBO ,MINISSÉRIES
82,2012,Acampamento  de Férias III,126,GLOBO ,MINISSÉRIES
83,2012,Dercy de  Verdade,238,GLOBO ,MINISSÉRIES
84,2012,O Brado  Retumbante,148,GLOBO ,MINISSÉRIES
85,2012,Suburbia,115,GLOBO ,MINISSÉRIES
86,2012,Xingu,140,GLOBO ,MINISSÉRIES
87,2013,O Canto da  Sereia,210,GLOBO ,MINISSÉRIES
88,2013,Gonzaga: De  Pai pra Filho,195,GLOBO ,MINISSÉRIES
89,2014,O Tempo e o  Vento,247,GLOBO ,MINISSÉRIES
90,2014,Amores  Roubados,282,GLOBO ,MINISSÉRIES
91,2014,Serra  Pelada,180,GLOBO ,MINISSÉRIES
92,2015,Tim Maia,255,GLOBO ,MINISSÉRIES
93,2015,Felizes  Para Sempre?,170,GLOBO ,MINISSÉRIES
94,2016,Ligações  Perigosas,224,GLOBO ,MINISSÉRIES
95,2016,Alemão,177,GLOBO ,MINISSÉRIES
96,2016,Justiça,261,GLOBO ,MINISSÉRIES
97,2017,Aldo: Mais  Forte que o Mundo,235,GLOBO ,MINISSÉRIES
98,2017,Dois Irmãos,208,GLOBO ,MINISSÉRIES
99,2017,Cidade dos  Homens: 1ª Temporada,178,GLOBO ,MINISSÉRIES
100,2017,Malasartes,282,GLOBO ,MINISSÉRIES
101,2018,Entre Irmãs,307,GLOBO ,MINISSÉRIES
102,2018,Cidade dos  Homens: 2ª Temporada,224,GLOBO ,MINISSÉRIES
103,2018,Treze Dias  Longe do Sol,294,GLOBO ,MINISSÉRIES
104,2019,Elis: Viver  é Melhor que Sonhar,186,GLOBO ,MINISSÉRIES
105,2019,10 Segundos  para Vencer,121,GLOBO ,MINISSÉRIES
106,2019,Se Eu  Fechar os Olhos Agora,194,GLOBO ,MINISSÉRIES
107,,,,GLOBO ,MINISSÉRIES
108,Ano,Minissérie,Média,GLOBO ,MINISSÉRIES
109,2020,Chacrinha,226,GLOBO ,MINISSÉRIES
110,2020,Hebe,186,GLOBO ,MINISSÉRIES
111,2021,Passaporte  para Liberdade,100,GLOBO ,MINISSÉRIES
112,2023,Histórias  Quase Verdadeiras,181,GLOBO ,MINISSÉRIES
113,2023,8  Presidentes e 1 Juramento,118,GLOBO ,MINISSÉRIES
114,2023,Marighella,91,GLOBO ,MINISSÉRIES
115,,,,GLOBO ,MINISSÉRIES
116,,,,GLOBO ,MINISSÉRIES
117,INTERNACIONAIS,INTERNACIONAIS,,GLOBO ,MINISSÉRIES
118,,,,GLOBO ,MINISSÉRIES
119,Ano,Minissérie,Média,GLOBO ,MINISSÉRIES
120,2016,Terra do  Nunca,217,GLOBO ,MINISSÉRIES
121,2017,Raízes,180,GLOBO ,MINISSÉRIES
122,2019,Meu Nome é  Liberdade,150,GLOBO ,MINISSÉRIES
123,2020,Madiba,151,GLOBO ,MINISSÉRIES
124,2021,A Cor do  Poder,209,GLOBO ,MINISSÉRIES
125,,,,GLOBO ,MINISSÉRIES
126,,,,GLOBO ,MINISSÉRIES
127,REPRISES,REPRISES,,GLOBO ,MINISSÉRIES
128,,,,GLOBO ,MINISSÉRIES
129,Ano,Minissérie,Média,GLOBO ,MINISSÉRIES
130,1984,Bandidos da  Falange,134,GLOBO ,MINISSÉRIES
131,1984,Lampião e  Maria Bonita,188,GLOBO ,MINISSÉRIES
132,1985,Avenida  Paulista,149,GLOBO ,MINISSÉRIES
133,1988,Rabo-de-Saia,216,GLOBO ,MINISSÉRIES
134,1988,A Máfia no  Brasil,174,GLOBO ,MINISSÉRIES
135,1988,O Tempo e o  Vento,222,GLOBO ,MINISSÉRIES
136,1988,Anos  Dourados,188,GLOBO ,MINISSÉRIES
137,1995,O Tempo e o  Vento,208,GLOBO ,MINISSÉRIES
138,1995,As Noivas  de Copacabana,263,GLOBO ,MINISSÉRIES
139,1995,Agosto,133,GLOBO ,MINISSÉRIES
140,1995,Boca do  Lixo,190,GLOBO ,MINISSÉRIES
141,1995,Anos  Rebeldes,163,GLOBO ,MINISSÉRIES
142,1995,Desejo,193,GLOBO ,MINISSÉRIES
143,1998,Memorial de  Maria Moura,210,GLOBO ,MINISSÉRIES
144,1998,Engraçadinha,213,GLOBO ,MINISSÉRIES
145,1998,Desejo,171,GLOBO ,MINISSÉRIES
146,1998,As Noivas  de Copacabana,211,GLOBO ,MINISSÉRIES
147,1999,O Pagador  de Promessas,200,GLOBO ,MINISSÉRIES
148,2002,Dona Flor e  seus Dois Maridos,96,GLOBO ,MINISSÉRIES
149,2002,Engraçadinha,191,GLOBO ,MINISSÉRIES
150,2002,Presença de  Anita,210,GLOBO ,MINISSÉRIES
151,2006,A  Casa das Sete Mulheres,-,GLOBO ,MINISSÉRIES
152,2017,Gonzaga: De  Pai pra Filho,97,GLOBO ,MINISSÉRIES
153,2020,O Auto da  Compadecida,265,GLOBO ,MINISSÉRIES
0,Ano,Reality,Média,GLOBO ,REALITY SHOW
1,2002,Big Brother  Brasil 1,412,GLOBO ,REALITY SHOW
2,2002,Big Brother  Brasil 2,384,GLOBO ,REALITY SHOW
3,2003,Big Brother  Brasil 3,383,GLOBO ,REALITY SHOW
4,2004,Big Brother  Brasil 4,447,GLOBO ,REALITY SHOW
5,2005,Big Brother  Brasil 5,473,GLOBO ,REALITY SHOW
6,2006,Big Brother  Brasil 6,427,GLOBO ,REALITY SHOW
7,2007,Big Brother  Brasil 7,413,GLOBO ,REALITY SHOW
8,2008,Big Brother  Brasil 8,373,GLOBO ,REALITY SHOW
9,2009,Big Brother  Brasil 9,325,GLOBO ,REALITY SHOW
10,,,,GLOBO ,REALITY SHOW
11,Ano,Reality,Média,GLOBO ,REALITY SHOW
12,2010,Big Brother  Brasil 10,310,GLOBO ,REALITY SHOW
13,2011,Big Brother  Brasil 11,255,GLOBO ,REALITY SHOW
14,2012,Big Brother  Brasil 12,265,GLOBO ,REALITY SHOW
15,2012,The Voice  Brasil: 1ª Temporada,146,GLOBO ,REALITY SHOW
16,2012,The Voice  Brasil: 2ª Temporada,258,GLOBO ,REALITY SHOW
17,2013,Big Brother  Brasil 13,247,GLOBO ,REALITY SHOW
18,2014,Big Brother  Brasil 14,229,GLOBO ,REALITY SHOW
19,2014,The Voice  Brasil: 3ª Temporada,221,GLOBO ,REALITY SHOW
20,2015,Big Brother  Brasil 15,239,GLOBO ,REALITY SHOW
21,2015,Superstar:  2ª Temporada,109,GLOBO ,REALITY SHOW
22,2015,The Voice  Brasil: 4ª Temporada,203,GLOBO ,REALITY SHOW
23,2016,The Voice  Kids: 1ª Temporada,160,GLOBO ,REALITY SHOW
24,2016,Big Brother  Brasil 16,236,GLOBO ,REALITY SHOW
25,2016,Superstar:  3ª Temporada,105,GLOBO ,REALITY SHOW
26,2016,The Voice  Brasil: 5ª Temporada,216,GLOBO ,REALITY SHOW
27,2017,The Voice  Kids: 2ª Temporada,158,GLOBO ,REALITY SHOW
28,2017,Big Brother  Brasil 17,229,GLOBO ,REALITY SHOW
29,2017,PopStar: 1ª  Temporada,135,GLOBO ,REALITY SHOW
30,2017,The Voice  Brasil: 6ª Temporada,234,GLOBO ,REALITY SHOW
31,2018,The Voice  Kids: 3ª Temporada,182,GLOBO ,REALITY SHOW
32,2018,Big Brother  Brasil 18,257,GLOBO ,REALITY SHOW
33,2018,The Voice  Brasil: 7ª Temporada,237,GLOBO ,REALITY SHOW
34,2018,PopStar: 2ª  Temporada,121,GLOBO ,REALITY SHOW
35,2019,The Voice  Kids: 4ª Temporada,160,GLOBO ,REALITY SHOW
36,2019,Big Brother  Brasil 19,200,GLOBO ,REALITY SHOW
37,2019,The Voice  Brasil: 8ª Temporada,251,GLOBO ,REALITY SHOW
38,2019,Mestre do  Sabor: 1ª Temporada,177,GLOBO ,REALITY SHOW
39,2019,PopStar: 3ª  Temporada,103,GLOBO ,REALITY SHOW
40,,,,GLOBO ,REALITY SHOW
41,Ano,Reality,Média,GLOBO ,REALITY SHOW
42,2020,The Voice  Kids: 5ª Temporada,128,GLOBO ,REALITY SHOW
43,2020,Big Brother  Brasil 20,253,GLOBO ,REALITY SHOW
44,2020,Mestre do  Sabor: 1ª Temporada,182,GLOBO ,REALITY SHOW
45,2020,The Voice  Brasil: 9ª Temporada,161,GLOBO ,REALITY SHOW
46,2021,The Voice  +: 1ª Temporada,132,GLOBO ,REALITY SHOW
47,2021,Big Brother  Brasil 21,281,GLOBO ,REALITY SHOW
48,2021,Mestre do  Sabor: 3ª Temporada,163,GLOBO ,REALITY SHOW
49,2021,No Limite:  5ª Temporada,175,GLOBO ,REALITY SHOW
50,2021,The Voice  Kids: 6ª Temporada,121,GLOBO ,REALITY SHOW
51,2021,The Masked  Singer Brasil: 1ª Temporada,194,GLOBO ,REALITY SHOW
52,2021,Zig Zag  Arena,88,GLOBO ,REALITY SHOW
53,2021,The Voice  Brasil: 10ª Temporada,159,GLOBO ,REALITY SHOW
54,2022,Big Brother  Brasil 22,229,GLOBO ,REALITY SHOW
55,2022,The Masked  Singer Brasil: 2ª Temporada,126,GLOBO ,REALITY SHOW
56,2022,The Voice  +: 2ª Temporada,108,GLOBO ,REALITY SHOW
57,2022,The Voice  Kids: 7ª Temporada,119,GLOBO ,REALITY SHOW
58,2022,No Limite:  6ª Temporada,161,GLOBO ,REALITY SHOW
59,2022,The Voice  Brasil: 11ª Temporada,151,GLOBO ,REALITY SHOW
60,2023,Big Brother  Brasil 23,-,GLOBO ,REALITY SHOW
61,2023,The Masked  Singer Brasil: 3ª Temporada,-,GLOBO ,REALITY SHOW
62,2023,Minha Mãe  Cozinha Melhor que a Sua,-,GLOBO ,REALITY SHOW
0,Ano,Programa,Média,GLOBO ,PROGRAMAS
1,2014,Mais Você,68,GLOBO ,PROGRAMAS
2,2014,Encontro  com Fátima Bernardes,71,GLOBO ,PROGRAMAS
3,2014,Amor &  Sexo: 8ª Temporada,139,GLOBO ,PROGRAMAS
4,2015,Mais Você,69,GLOBO ,PROGRAMAS
5,2015,Encontro  com Fátima Bernardes,71,GLOBO ,PROGRAMAS
6,2015,"Luz,  Câmera, 50 Anos",178,GLOBO ,PROGRAMAS
7,2015,"Luz,  Câmera, 50 Anos",106,GLOBO ,PROGRAMAS
8,2015,Tomara que  Caia,104,GLOBO ,PROGRAMAS
9,2016,Mais Você,79,GLOBO ,PROGRAMAS
10,2016,Encontro  com Fátima Bernardes,79,GLOBO ,PROGRAMAS
11,2016,Amor &  Sexo: 9ª Temporada,152,GLOBO ,PROGRAMAS
12,2016,Tamanho  Família: 1ª Temporada,124,GLOBO ,PROGRAMAS
13,2016,Adnight: 1ª  Temporada,131,GLOBO ,PROGRAMAS
14,2017,Mais Você,83,GLOBO ,PROGRAMAS
15,2017,Encontro  com Fátima Bernardes,82,GLOBO ,PROGRAMAS
16,2017,Amor &  Sexo: 10ª Temporada,144,GLOBO ,PROGRAMAS
17,2017,Tamanho  Família: 2ª Temporada,133,GLOBO ,PROGRAMAS
18,2017,Adnight  Show: 2ª Temporada,113,GLOBO ,PROGRAMAS
19,2017,Lazinho com  Você,124,GLOBO ,PROGRAMAS
20,2018,Mais Você,81,GLOBO ,PROGRAMAS
21,2018,Encontro  com Fátima Bernardes,78,GLOBO ,PROGRAMAS
22,2018,Tamanho  Família: 3ª Temporada,151,GLOBO ,PROGRAMAS
23,2018,SóTocaTop:  1ª Temporada,111,GLOBO ,PROGRAMAS
24,2018,Tamanho  Família: 4ª Temporada,126,GLOBO ,PROGRAMAS
25,2018,Amor &  Sexo: 11ª Temporada,102,GLOBO ,PROGRAMAS
26,2018,Os Melhores  Anos das Nossas Vidas,111,GLOBO ,PROGRAMAS
27,2018,SóTocaTop:  2ª Temporada,101,GLOBO ,PROGRAMAS
28,2019,Mais Você,77,GLOBO ,PROGRAMAS
29,2019,Encontro  com Fátima Bernardes,76,GLOBO ,PROGRAMAS
30,2019,Tá  Brincando,101,GLOBO ,PROGRAMAS
31,2019,Lady Night:  1ª Temporada,127,GLOBO ,PROGRAMAS
32,2019,SóTocaTop:  3ª Temporada,105,GLOBO ,PROGRAMAS
33,2019,Tamanho  Família: 5ª Temporada,122,GLOBO ,PROGRAMAS
34,2019,Se Joga,82,GLOBO ,PROGRAMAS
35,,,,GLOBO ,PROGRAMAS
36,Ano,Programa,Média,GLOBO ,PROGRAMAS
37,2020,Mais Você,73,GLOBO ,PROGRAMAS
38,2020,Encontro  com Fátima Bernardes,71,GLOBO ,PROGRAMAS
39,2020,Se Joga,86,GLOBO ,PROGRAMAS
40,2020,SóTocaTop  Verão: 1ª Temporada,113,GLOBO ,PROGRAMAS
41,2020,Fora de  Hora: 1ª Temporada,139,GLOBO ,PROGRAMAS
42,2020,Lady Night:  2ª Temporada,116,GLOBO ,PROGRAMAS
43,2020,Simples  Assim: 1ª Temporada,95,GLOBO ,PROGRAMAS
44,2020,"Que  História é Essa, Porchat?: 1ª Temporada",101,GLOBO ,PROGRAMAS
45,2021,Mais Você,71,GLOBO ,PROGRAMAS
46,2021,Encontro  com Fátima Bernardes,72,GLOBO ,PROGRAMAS
47,2021,Se Joga,95,GLOBO ,PROGRAMAS
48,2021,No Limite:  A Eliminação: 1ª Temporada,123,GLOBO ,PROGRAMAS
49,2021,Caldeirão,127,GLOBO ,PROGRAMAS
50,2021,Domingão  com Huck,152,GLOBO ,PROGRAMAS
51,2022,Caldeirão  com Mion,127,GLOBO ,PROGRAMAS
52,2022,Domingão  com Huck,157,GLOBO ,PROGRAMAS
53,2022,Mais Você,73,GLOBO ,PROGRAMAS
54,2022,Encontro  com Fátima Bernardes,73,GLOBO ,PROGRAMAS
55,2022,Lady Night:  3ª Temporada,112,GLOBO ,PROGRAMAS
56,2022,"Que  História é Essa, Porchat?: 2ª Temporada",91,GLOBO ,PROGRAMAS
57,2022,No Limite:  A Eliminação: 2ª Temporada,104,GLOBO ,PROGRAMAS
58,2022,Encontro  com Patrícia Poeta,72,GLOBO ,PROGRAMAS
59,2022,Pipoca da  Ivete: 1ª Temporada,99,GLOBO ,PROGRAMAS
60,2022,Central da  Copa,89,GLOBO ,PROGRAMAS
61,2023,Domingão  com Huck,-,GLOBO ,PROGRAMAS
62,2023,Fantástico,-,GLOBO ,PROGRAMAS
63,2023,Encontro  com Patrícia Poeta,-,GLOBO ,PROGRAMAS
64,2023,Mais Você,-,GLOBO ,PROGRAMAS
65,2023,É de Casa,-,GLOBO ,PROGRAMAS
66,2023,Caldeirão  com Mion,-,GLOBO ,PROGRAMAS
67,2023,Altas Horas,-,GLOBO ,PROGRAMAS
68,2023,Lady Night:  4ª Temporada,-,GLOBO ,PROGRAMAS
69,,,,GLOBO ,PROGRAMAS
70,,,,GLOBO ,PROGRAMAS
71,REPRISES,REPRISES,,GLOBO ,PROGRAMAS
72,,,,GLOBO ,PROGRAMAS
73,Ano,Programa,Média,GLOBO ,PROGRAMAS
74,2020,Tamanho  Família,91,GLOBO ,PROGRAMAS
0,Ano,Programa,Média,GLOBO ,FILMES
1,2014,Sessão da  Tarde,100,GLOBO ,FILMES
2,2015,Sessão da  Tarde,104,GLOBO ,FILMES
3,2016,Sessão da  Tarde,111,GLOBO ,FILMES
4,2017,Sessão da  Tarde,123,GLOBO ,FILMES
5,2018,Sessão da  Tarde,115,GLOBO ,FILMES
6,2019,Sessão da  Tarde,109,GLOBO ,FILMES
7,,,,GLOBO ,FILMES
8,Ano,Programa,Média,GLOBO ,FILMES
9,2020,Sessão da  Tarde,126,GLOBO ,FILMES
10,2021,Sessão da  Tarde,110,GLOBO ,FILMES
11,2022,Sessão da Tarde,116,GLOBO ,FILMES
12,2022,Cinema do  Líder,120,GLOBO ,FILMES
13,2023,Temperatura  Máxima,-,GLOBO ,FILMES
14,2023,Sessão da  Tarde,-,GLOBO ,FILMES
15,2023,Sessão de  Sábado,-,GLOBO ,FILMES
16,2023,Campeões de  Bilheteria,-,GLOBO ,FILMES
17,2023,Tela Quente,-,GLOBO ,FILMES
18,2023,Cinema do  Líder,-,GLOBO ,FILMES
0,Ano,Jornalístico,Média,GLOBO ,JORNALÍSTICOS
1,2013,Jornal  Nacional,259,GLOBO ,JORNALÍSTICOS
2,2014,SPTV: 1ª  Edição,105,GLOBO ,JORNALÍSTICOS
3,2014,Jornal Hoje,104,GLOBO ,JORNALÍSTICOS
4,2014,SPTV: 2ª  Edição,198,GLOBO ,JORNALÍSTICOS
5,2014,Jornal  Nacional,235,GLOBO ,JORNALÍSTICOS
6,2015,SPTV: 1ª  Edição,111,GLOBO ,JORNALÍSTICOS
7,2015,Jornal Hoje,110,GLOBO ,JORNALÍSTICOS
8,2015,SPTV: 2ª  Edição,219,GLOBO ,JORNALÍSTICOS
9,2015,Jornal  Nacional,239,GLOBO ,JORNALÍSTICOS
10,2016,SPTV: 1ª  Edição,124,GLOBO ,JORNALÍSTICOS
11,2016,Jornal Hoje,119,GLOBO ,JORNALÍSTICOS
12,2016,SPTV: 2ª  Edição,266,GLOBO ,JORNALÍSTICOS
13,2016,Jornal  Nacional,267,GLOBO ,JORNALÍSTICOS
14,2017,SP1,133,GLOBO ,JORNALÍSTICOS
15,2017,Jornal Hoje,126,GLOBO ,JORNALÍSTICOS
16,2017,SP2,265,GLOBO ,JORNALÍSTICOS
17,2017,Jornal  Nacional,296,GLOBO ,JORNALÍSTICOS
18,2018,SP1,129,GLOBO ,JORNALÍSTICOS
19,2018,Jornal Hoje,122,GLOBO ,JORNALÍSTICOS
20,2018,SP2,239,GLOBO ,JORNALÍSTICOS
21,2018,Jornal  Nacional,297,GLOBO ,JORNALÍSTICOS
22,2019,SP1,120,GLOBO ,JORNALÍSTICOS
23,2019,Jornal Hoje,117,GLOBO ,JORNALÍSTICOS
24,2019,SP2,241,GLOBO ,JORNALÍSTICOS
25,2019,Jornal  Nacional,293,GLOBO ,JORNALÍSTICOS
26,,,,GLOBO ,JORNALÍSTICOS
27,Ano,Jornalístico,Média,GLOBO ,JORNALÍSTICOS
28,2020,SP1,118,GLOBO ,JORNALÍSTICOS
29,2020,Jornal Hoje,125,GLOBO ,JORNALÍSTICOS
30,2020,SP2,241,GLOBO ,JORNALÍSTICOS
31,2020,Jornal  Nacional,298,GLOBO ,JORNALÍSTICOS
32,2021,SP1,106,GLOBO ,JORNALÍSTICOS
33,2021,Jornal Hoje,111,GLOBO ,JORNALÍSTICOS
34,2021,SP2,217,GLOBO ,JORNALÍSTICOS
35,2021,Jornal  Nacional,255,GLOBO ,JORNALÍSTICOS
36,2022,SP1,102,GLOBO ,JORNALÍSTICOS
37,2022,Jornal Hoje,118,GLOBO ,JORNALÍSTICOS
38,2022,SP2,206,GLOBO ,JORNALÍSTICOS
39,2022,Jornal  Nacional,234,GLOBO ,JORNALÍSTICOS
40,2023,Hora Um,-,GLOBO ,JORNALÍSTICOS
41,2023,Bom Dia SP,-,GLOBO ,JORNALÍSTICOS
42,2023,Bom Dia  Brasil,-,GLOBO ,JORNALÍSTICOS
43,2023,SP1,-,GLOBO ,JORNALÍSTICOS
44,2023,Globo  Esporte,-,GLOBO ,JORNALÍSTICOS
45,2023,Jornal Hoje,-,GLOBO ,JORNALÍSTICOS
46,2023,SP2,-,GLOBO ,JORNALÍSTICOS
47,2023,Jornal  Nacional,-,GLOBO ,JORNALÍSTICOS
48,2023,Jornal da  Globo,-,GLOBO ,JORNALÍSTICOS
0,Ano,Evento,Média,GLOBO ,ESPORTIVO
1,2014,Copa do  Mundo: Brasil,194,GLOBO ,ESPORTIVO
2,2018,Copa do  Mundo: Rússia,246,GLOBO ,ESPORTIVO
3,2022,Copa do  Mundo: Catar,218,GLOBO ,ESPORTIVO
0,Ano,Novela,Média,erro,erro
1,2021,O Cravo e a  Rosa,24,erro,erro
2,2022,Chocolate  com Pimenta,-,erro,erro
0,Ano,Novela,Média,erro,erro
1,2014,Caras &  Bocas,39,erro,erro
2,2014,Cobras  & Lagartos,29,erro,erro
3,2015,O Rei do  Gado,64,erro,erro
4,2015,Caminho das  Índias,38,erro,erro
5,2016,Anjo Mau,37,erro,erro
6,2016,Cheias de  Charme,45,erro,erro
7,2017,Senhora do  Destino,58,erro,erro
8,2017,Celebridade,23,erro,erro
9,2018,Belíssima,21,erro,erro
10,2019,Cordel  Encantado,28,erro,erro
11,2019,Por Amor,36,erro,erro
12,2019,Avenida  Brasil,59,erro,erro
13,,,,erro,erro
14,Ano,Novela,Média,erro,erro
15,2020,Eta Mundo  Bom!,86,erro,erro
16,2020,Laços de  Família,65,erro,erro
17,2021,Ti Ti Ti,41,erro,erro
18,2021,O Clone,42,erro,erro
19,2022,A Favorita,37,erro,erro
20,2022,O Rei do  Gado,-,erro,erro
0,Ano,Novela,Média,erro,erro
1,2010,Escrito nas  Estrelas,71,erro,erro
2,2010,Araguaia,51,erro,erro
3,2011,Cordel  Encantado,65,erro,erro
4,2011,A Vida da  Gente,73,erro,erro
5,2012,Amor Eterno  Amor,71,erro,erro
6,2012,Lado a Lado,45,erro,erro
7,2013,Flor do  Caribe,63,erro,erro
8,2013,Joia Rara,49,erro,erro
9,2014,Meu  Pedacinho de Chão,27,erro,erro
10,2014,Boogie  Oogie,34,erro,erro
11,2015,Sete Vidas,24,erro,erro
12,2015,Além do  Tempo,48,erro,erro
13,2016,Eta Mundo  Bom!,94,erro,erro
14,2016,Sol  Nascente,37,erro,erro
15,2017,Novo Mundo,41,erro,erro
16,2017,Tempo de  Amar,38,erro,erro
17,2018,Orgulho e  Paixão,47,erro,erro
18,2018,Espelho da  Vida,29,erro,erro
19,2019,Órfãos da  Terra,41,erro,erro
20,2019,Éramos Seis,36,erro,erro
21,,,,erro,erro
22,Ano,Novela,Média,erro,erro
23,2021,Nos Tempos  do Imperador,22,erro,erro
24,2022,Além da  Ilusão,37,erro,erro
25,2022,Mar do  Sertão,,erro,erro
26,,,,erro,erro
27,,,,erro,erro
28,Ano,Reprise,Média,erro,erro
29,2020,Novo Mundo,10,erro,erro
30,2020,Flor do  Caribe,29,erro,erro
31,2021,A Vida da  Gente,40,erro,erro
0,Ano,Novela,Média,erro,erro
1,2000,Uga-Uga,79,erro,erro
2,2001,Um Anjo  Caiu do Céu,39,erro,erro
3,2001,As Filhas  da Mãe,23,erro,erro
4,2002,Desejos de  Mulher,33,erro,erro
5,2002,O Beijo do  Vampiro,27,erro,erro
6,2003,Kubanacan,30,erro,erro
7,2004,Da Cor do  Pecado,71,erro,erro
8,2004,Começar de  Novo,19,erro,erro
9,2005,A Lua Me  Disse,-10,erro,erro
10,2005,Bang Bang,-105,erro,erro
11,2006,Cobras  & Lagartos,44,erro,erro
12,2006,Pé na Jaca,-18,erro,erro
13,2007,Sete  Pecados,56,erro,erro
14,2008,Beleza Pura,47,erro,erro
15,2008,Três Irmãs,36,erro,erro
16,2009,Caras &  Bocas,56,erro,erro
17,,,,erro,erro
18,Ano,Novela,Média,erro,erro
19,2010,Tempos  Modernos,-15,erro,erro
20,2010,Ti Ti Ti,63,erro,erro
21,2011,Morde &  Assopra,45,erro,erro
22,2011,Aquele  Beijo,33,erro,erro
23,2012,Cheias de  Charme,73,erro,erro
24,2012,Guerra dos  Sexos,40,erro,erro
25,2013,Sangue Bom,38,erro,erro
26,2013,Além do  Horizonte,17,erro,erro
27,2014,Geração  Brasil,16,erro,erro
28,2014,Alto Astral,41,erro,erro
29,2015,I Love  Paraisópolis,34,erro,erro
30,2015,Totalmente  Demais,45,erro,erro
31,2016,Haja  Coração,17,erro,erro
32,2016,Rock Story,39,erro,erro
33,2017,Pega Pega,52,erro,erro
34,2018,Deus Salve  o Rei,36,erro,erro
35,2018,O Tempo Não  Para,54,erro,erro
36,2019,Verão 90,57,erro,erro
37,2019,Bom Sucesso,78,erro,erro
38,,,,erro,erro
39,Ano,Novela,Média,erro,erro
40,2020,Salve-se  Quem Puder,67,erro,erro
41,2021,"Quanto Mais  Vida, Melhor!",30,erro,erro
42,2022,Cara e  Coragem,13,erro,erro
43,2023,Vai na Fé,-,erro,erro
44,,,,erro,erro
45,,,,erro,erro
46,Ano,Reprise,Média,erro,erro
47,2020,Totalmente  Demais,101,erro,erro
